,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,antecedent_len
12,"frozenset({'yes_buyDrink', 'no_spec'})",frozenset({'rain'}),0.47377938517179025,0.8083182640144665,0.38517179023508136,0.8129770992366412,1.00576361493929,0.0022072600871785863,1.0249105066981585,2
13,"frozenset({'rain', 'no_spec'})",frozenset({'yes_buyDrink'}),0.45207956600361665,0.8209764918625678,0.38517179023508136,0.852,1.0377885462555065,0.014025094094680002,1.209618298225893,2
20,"frozenset({'rain', 'big_basket'})",frozenset({'yes_buyDrink'}),0.4394213381555154,0.8209764918625678,0.3670886075949367,0.8353909465020576,1.0175576947481009,0.006334018946466569,1.0875678119349004,2
23,"frozenset({'rain', 'clothes_item'})",frozenset({'yes_buyDrink'}),0.4448462929475588,0.8209764918625678,0.36528028933092227,0.8211382113821138,1.0001969843486982,7.194032876728373e-05,1.0009041591320074,2
37,"frozenset({'yes_buyDrink', '31-50age'})",frozenset({'rain'}),0.4104882459312839,0.8083182640144665,0.3399638336347197,0.8281938325991189,1.0245887906651294,0.008158687285200916,1.1156860017619514,2
38,"frozenset({'rain', '31-50age'})",frozenset({'yes_buyDrink'}),0.4104882459312839,0.8209764918625678,0.3399638336347197,0.8281938325991189,1.0087911661394555,0.00296263353923526,1.0420086242871052,2
42,"frozenset({'yes_buyDrink', 'female'})",frozenset({'rain'}),0.3688969258589512,0.8083182640144665,0.30018083182640143,0.8137254901960784,1.0066894766855288,0.00199470911582067,1.0290282668697062,2
52,"frozenset({'big_basket', 'no_spec'})",frozenset({'yes_buyDrink'}),0.3399638336347197,0.8209764918625678,0.29475587703435807,0.8670212765957448,1.0560853875714689,0.015653561536776217,1.3462567811934911,2
51,"frozenset({'yes_buyDrink', 'no_spec'})",frozenset({'big_basket'}),0.47377938517179025,0.5497287522603979,0.29475587703435807,0.6221374045801528,1.1317170550421858,0.034305726777171364,1.1916269384623817,2
50,"frozenset({'yes_buyDrink', 'big_basket'})",frozenset({'no_spec'}),0.46112115732368897,0.5533453887884268,0.29475587703435807,0.6392156862745099,1.1551839036268103,0.039596610956512124,1.2380100636842521,2
48,"frozenset({'blankets_item', 'yes_buyDrink'})",frozenset({'rain'}),0.352622061482821,0.8083182640144665,0.29475587703435807,0.8358974358974359,1.0341191992198704,0.009725024443361763,1.168060578661845,2
53,"frozenset({'yes_buyDrink', 'small_basket'})",frozenset({'rain'}),0.35985533453887886,0.8083182640144665,0.29294755877034356,0.8140703517587939,1.007116117500253,0.0020699194595319437,1.030936904354626,2
56,"frozenset({'yes_buyDrink', 'no_spec'})",frozenset({'clothes_item'}),0.47377938517179025,0.566003616636528,0.29294755877034356,0.6183206106870228,1.092432261054069,0.024786713275279648,1.1370705244122965,2
57,"frozenset({'yes_buyDrink', 'clothes_item'})",frozenset({'no_spec'}),0.46835443037974683,0.5533453887884268,0.29294755877034356,0.6254826254826255,1.1303656597774245,0.03378579440108037,1.1926138588020356,2
58,"frozenset({'no_spec', 'clothes_item'})",frozenset({'yes_buyDrink'}),0.3453887884267631,0.8209764918625678,0.29294755877034356,0.8481675392670156,1.0331203727195146,0.009391482919076932,1.1790858639396387,2
62,"frozenset({'yes_buyDrink', 'big_basket'})",frozenset({'clothes_item'}),0.46112115732368897,0.566003616636528,0.28390596745027125,0.615686274509804,1.0877779865939987,0.022909724697441902,1.1292763036498508,2
63,"frozenset({'yes_buyDrink', 'clothes_item'})",frozenset({'big_basket'}),0.46835443037974683,0.5497287522603979,0.28390596745027125,0.6061776061776062,1.102684921763869,0.026438070821983628,1.1433358153387938,2
64,"frozenset({'big_basket', 'clothes_item'})",frozenset({'yes_buyDrink'}),0.325497287522604,0.8209764918625678,0.28390596745027125,0.8722222222222222,1.0624204601076848,0.01668034622918224,1.4010535419451215,2
71,"frozenset({'big_basket', 'no_spec'})",frozenset({'rain'}),0.3399638336347197,0.8083182640144665,0.28028933092224234,0.824468085106383,1.0199795325812748,0.005490355090922827,1.0920050413721305,2
70,"frozenset({'rain', 'no_spec'})",frozenset({'big_basket'}),0.45207956600361665,0.5497287522603979,0.28028933092224234,0.62,1.127828947368421,0.03176819518065199,1.1849243361568478,2
69,"frozenset({'rain', 'big_basket'})",frozenset({'no_spec'}),0.4394213381555154,0.5533453887884268,0.28028933092224234,0.6378600823045268,1.1527340703085076,0.03713755971864793,1.2333758014137763,2
66,"frozenset({'casual_attire', 'rain'})",frozenset({'yes_buyDrink'}),0.32730560578661844,0.8209764918625678,0.28028933092224234,0.8563535911602211,1.0430914887920755,0.011579122916591744,1.246279037418279,2
80,"frozenset({'rain', 'no_spec'})",frozenset({'clothes_item'}),0.45207956600361665,0.566003616636528,0.2730560578661845,0.6040000000000001,1.0671309904153357,0.01717738850066547,1.095950463039071,2
81,"frozenset({'rain', 'clothes_item'})",frozenset({'no_spec'}),0.4448462929475588,0.5533453887884268,0.2730560578661845,0.6138211382113822,1.1092911419310272,0.026902412944027176,1.156600361663653,2
92,"frozenset({'yes_buyDrink', '31-50age'})",frozenset({'clothes_item'}),0.4104882459312839,0.566003616636528,0.2513562386980108,0.6123348017621145,1.0818566944870587,0.0190184069141196,1.1195133979944107,2
93,"frozenset({'31-50age', 'clothes_item'})",frozenset({'yes_buyDrink'}),0.30018083182640143,0.8209764918625678,0.2513562386980108,0.8373493975903614,1.0199432089591847,0.004914832460784335,1.1006630500301384,2
94,"frozenset({'yes_buyDrink', '31-50age'})",frozenset({'big_basket'}),0.4104882459312839,0.5497287522603979,0.2513562386980108,0.6123348017621145,1.113885346626478,0.025699047444646794,1.161495150419201,2
